text,label
Is the EUR accepted for exchanges?,inquiry
Is it okay to hold money in multiple currencies?,inquiry
Can I have money in more than one currency in my account?,inquiry
What currencies can I have?,inquiry
What currencies can my account be in?,inquiry
How many currencies can I have?,inquiry
Are EUR exchanges allowed?,inquiry
I want to have multiple currencies in my account if possible.,inquiry
Do you convert to Euro?,inquiry
What fiat currencies can I use for holding and exchanging?,inquiry
Can exchanged be made to EUR?,inquiry
I need to know what flat currencies you support for holding and exchange.,inquiry
Do you support other currencies?,inquiry
Can you convert to EUR?,inquiry
What are the fiat currencies used?,inquiry
"What currencies can I not hold many in, if so what are they?",inquiry
How many different currencies can I have my money in?,inquiry
Which fiat currencies are supported by you?,inquiry
What currencies do you offer?,inquiry
Are there any fiat currencies that you will not work with?,inquiry
I wondered if multiple currencies is okay?,inquiry
Are all fiat currencies supported?,inquiry
Can you tell me the names of the fiat currencies that I can use at your institution?,inquiry
Can I change or hold different currency?,inquiry
Which flat currencies are supported for holding and exchange?,inquiry
What other fiat currencies can I use?,inquiry
What fiat currencies do you allow exchange with?,inquiry
Are all European currencies available for holding and exchange?,inquiry
Can you tell me how many currencies I can hold?,inquiry
What types of foreign money can be used with this service.?,inquiry
Am I allowed to hold money in multiple currencies?,inquiry
What fiat currencies do you support?,inquiry
"I need to hold money, what currencies can I use?",inquiry
Can you do exchanges of EUR?,inquiry
What are all the fiat currencies that are supported for both exchange and holding?,inquiry
What currencies can I hold?,inquiry
what currencies do you accept?,inquiry
Are there limitations to what currency I can hold?,inquiry
What types of fiduciary currencies are supported for tenure and exchange?,inquiry
Can I hold more than one currency?,inquiry
What fiat currencies are used with holdings and exchanges?,inquiry
Is it possible to hold money in multiple currencies?,inquiry
Can I have multiple currencies in my account?,inquiry
I need to know which fiat currencies I can use with you.,inquiry
How can I solve my issue with holding multiple currencies?,inquiry
What currencies do you support?,inquiry
Do you support fiat currencies?,inquiry
Can my account have different types of currency in it.,inquiry
What kind of money can I hold?,inquiry
Will you be able to exchange to EUR?,inquiry
Is my country's currency supported by your system?,inquiry
What flat currencies do you support for holding and exchange?,inquiry
What kind of fiat currencies are supported for holding and exchange?,inquiry
Can you make exchanges with the EUR?,inquiry
Is EUR one of the currencies you deal with?,inquiry
Are EUR exchanges acceptable?,inquiry
What currencies can I exchange?,inquiry
What fiduciary currencies are supported for tenure and exchange?,inquiry
Will you be adding more currencies in the future?,inquiry
How can I hold and exchange fiat currencies?,inquiry
What currencies are available for my use in holding and exchange?,inquiry
I would like for someone to tell me which fiat currencies that your company supports.,inquiry
Which currencies are allowed?,inquiry
"I'm interested in using fiat currencies, which do you support?",inquiry
How do I go forth on holding money in multiple currencies?,inquiry
Which currencies will you exchange?,inquiry
I need a list of currencies you accept for exchange.,inquiry
What type of fiat currencies do you support?,inquiry
What currencies are supported?,inquiry
Please tell me which fiat currencies you support.,inquiry
Do you offer services that hold money in different types of currency?,inquiry
What currency is supported for exchanges and holding?,inquiry
What fiat money can I used in the exchange and holding?,inquiry
What fiat currencies are used for exchange?,inquiry
Do you provide currency exchange to Euros?,inquiry
What country's money can I hold currency in?,inquiry
What other currencies can I hang onto?,inquiry
"I'm interested in holding and exchange for flat currencies, what do you support?",inquiry
Do you have a problem with EUR exchanges?,inquiry
Can I exchange currency to Europe?,inquiry
What are eligible holding and exchange currencies?,inquiry
"In the exchange and holding, what fiat is allowed?",inquiry
How can I exchange to EUR?,inquiry
Do you allow exchanges of EUR?,inquiry
Are you able to make exchanges to EUR?,inquiry
Does my account have the option to hold multiple currencies?,inquiry
Which fiat currencies can I use through this app?,inquiry
"Do you hold money and if so, what currencies do you accept?",inquiry
Please tell me the types of currency I can hold.,inquiry
can I have multiple currencies?,inquiry
Will you work with any fiat currencies?,inquiry
Which flat currencies can I use from you?,inquiry
What fiat currencies are used for holdings?,inquiry
Which fiat currencies do you currently support? Will this change in this future?,inquiry
Can you make exchanges using the EUR?,inquiry
Is it possible to hold money in different currencies?,inquiry
Tell me the currencies that you support.,inquiry
are multiple currencies acceptable?,inquiry
Do you deal with EUR?,inquiry
"I heard that you support more than one type of fiat currency, would you tell me which ones please?",inquiry
Which fiat currencies are supported for holding and exchanging?,inquiry
What fiat currencies are supported?,inquiry
What are my options for holding money in multiple currencies?,inquiry
What flat currencies do you use for holding and exchanges.,inquiry
"I want to hold and exchange fiat currencies, what can I use to do so?",inquiry
Do you have EUR currency available for me?,inquiry
"If I was travelling abroad, would I be able to hold currencies in euros?",inquiry
Which fiat currencies are compatible for exchange and holding?,inquiry
Is my fiat currency supported for both hold and exchange?,inquiry
I need to know which flat currencies are supported by you.,inquiry
Please list what fiat currencies are supported for both holding and exchanging.,inquiry
Do you have support for flat currencies?,inquiry
I would like to know which fiat currencies are recognized by your organization.,inquiry
Can you change my currency to EUR?,inquiry
Are you okay with exchanges to EUR?,inquiry
Can I exchange my money for EUR?,inquiry
Can I have money of different country of origin.,inquiry
What are the currency types that I can keep money in.,inquiry
I need assistance with understanding which fiat currencies that you support.,inquiry
Could you tell me the fiat currencies that you work with?,inquiry
Which fiat currencies are supported?,inquiry
Which flat currencies do you support for holding and exchange?,inquiry
Can you tell me if I can hold money in several currencies?,inquiry
Can it specifically be delivered on a certain date?,inquiry
I need to get my card quickly,inquiry
When can I expect my card? I live in the US.,inquiry
Help! When will the card arrive at my home?,inquiry
Can I get my card fast tracked?,inquiry
How long is the wait for my card?,inquiry
i need to expedite my card,inquiry
When should I expect to receive my card?,inquiry
How long until my card will get here?,inquiry
How long is the delivery time to the US?,inquiry
Can I have it delivered on a specific date?,inquiry
"i am express delivering my card to the us, how long will that take",inquiry
I need my card soon.,inquiry
Can I choose when my card is delivered?,inquiry
When will my card be here?,inquiry
How long will delivery to the US take?,inquiry
When can I expect delivery?,inquiry
Can I specify a day for my card to be delivered?,inquiry
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,inquiry
When will my card be delivered?,inquiry
can the delivery be specific to my needs?,inquiry
how long does delivery take?,inquiry
"To deliver to the US, how long will it take?",inquiry
How quickly can you get me my card?,inquiry
can I choose delivery times to suite me?,inquiry
Can I choose the day it's delivered?,inquiry
How long will this take to get to me?,inquiry
When shipped to the US how long is delivery time?,inquiry
"Give me my card, I need it now!",inquiry
I'd like to have it delivered on Saturday.  Is that possible?,inquiry
How long will I have to wait for my new card?,inquiry
How long is a delivery to the US?,inquiry
What is the delivery time to the US?,inquiry
How long does it take for deliver to the US?,inquiry
If I order a card when does it arrive?,inquiry
When can I expect my card?,inquiry
How long is delivery to the US?,inquiry
What is your shipping policies for cards?,inquiry
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,inquiry
how long should I expect to wait for my card to arrive?,inquiry
When will my card come? I need it as soon as possible!,inquiry
How long should I wait for the card to arrive?,inquiry
What is the wait time for delivery to the US?,inquiry
Can you tell me when my card will arrive?,inquiry
When can I expect my card to arrive?,inquiry
Can I have it delivered on the date I need it delivered?,inquiry
What is the length of time for one of these items to come to the U.S?,inquiry
How long will it take to have my card mailed to me?,inquiry
Can cards be dispatched on a specific date?,inquiry
Can I have it by a certain date?,inquiry
I need my card as quick as possible,inquiry
How long will it take my card to get here?,inquiry
Is there a specific date it can be delivered by?,inquiry
I need my card to be delivered fast,inquiry
Is there a specific date i can have it delivered?,inquiry
How long will it take to deliver to the US?,inquiry
I need my card ASAP!,inquiry
How long will it take to get to the US?,inquiry
How soon will I get my card?,inquiry
What is the estimated date for delivery to US?,inquiry
How long does it take for the card to come?,inquiry
When will I receive the card?,inquiry
When should I expect my card to arrive?,inquiry
Can I pay more to get it deliver quicker?,inquiry
How long is the delivery to the US?,inquiry
Send me my card now! ASAP,inquiry
"I haven't received my card yet, how long does it normally take?",inquiry
How long is US delivery?,inquiry
can you express my card to me?,inquiry
When will it get delivered?,inquiry
how soon will my card arrive?,inquiry
I ordered my card a couple weeks ago and haven't received it yet. When can I expect it?,inquiry
How long does it take for cards to be delivered after ordering them?,inquiry
"If I need delivery on a certain day, is that something that could be accommodated?",inquiry
how much to get my card in 2 days?,inquiry
When are cards shipped?,inquiry
My card is needed soon,inquiry
What is the delivery time for US?,inquiry
I placed my order a week ago. Is it ok that my card isn't here yet?,inquiry
How soon do cards arrive after I order them?,inquiry
How will I get my card?,inquiry
How long does it take to receive my card?,inquiry
How long until the card arrives?,inquiry
Can I have my card delivered on Tuesday?,inquiry
Can you tell me how long it takes for a new card to come?,inquiry
i need to add express delivery if that's an option,inquiry
I need my card right away.,inquiry
Can i choose a specific delivery date?,inquiry
When will I get my card shipped to me?,inquiry
Do I have a say when it's delivered?,inquiry
I need my card delivered as soon as possible.,inquiry
I would like to make sure it is delivered on a certain date.,inquiry
When will I receive my card?,inquiry
Could I chose the date to have it delivered?,inquiry
How long does it take for a card to arrive?,inquiry
Will my card be here soon?,inquiry
Please send my card as quickly as possible.,inquiry
how long does it take to get my card i am in a rush,inquiry
When can I expect to receive my card?,inquiry
Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,inquiry
How many days to deliver to a US customer?,inquiry
When can I expect my new card to get here?,inquiry
How long are deliveries to the US?,inquiry
Can it be delivered on a certain date?,inquiry
What is delivery speed to the United States?,inquiry
How long does it take for something to be delivered to the U.S?,inquiry
How long does it take for my physical card to be delivered.,inquiry
what is the leadtime for a new card to show up in the mail?,inquiry
What's the earliest time to receive my card?,inquiry
are you sending me my card?,inquiry
I need my card immediately.,inquiry
When will it be delivered to the US?,inquiry
I can't use my card because it is not working.,complaint
I can't seem to be able to use my card,complaint
"My card isn't working at all, I need assistance. It's really frustrating.",complaint
Can you tell me what the problem with my card is? It was declined at a restaurant today.,complaint
How do I fix a broken card?,complaint
My card was working but now it doesn't.,complaint
I cannot seem to use my card.,complaint
I think my card is broke it's not working anymore,complaint
I have not been able to use this card.,complaint
What do I do if i accidentally broke my card?,complaint
How come my card doesn't work anymore?,complaint
"For a week now, I have tried to use my card and it is still not working.",complaint
My actual card isn't functioning.,complaint
I can't get the card itself to work.,complaint
What should I do if my card doesn't work?,complaint
Why won't my card work.,complaint
My card will not work,complaint
My card is not working.,complaint
HOW LONG THE CARD VALIDITY,complaint
My card seems to not be working at all.,complaint
My card gets rejected when I try to use it,complaint
I am unable to use my card for some reason.,complaint
Why can't I use my card?,complaint
I think my card is broke?,complaint
What do I do?  My card is broken.,complaint
"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",complaint
My card was declined at a restaurant today and I don't know what the problem is.,complaint
WHAT IS THE REASON FOR THAT,complaint
My card is not working when I try to use it.,complaint
How do I check security settings on my card?,complaint
My card isn't working at all. What happened?,complaint
Today I was out eating and my card was declined. Why's that?,complaint
What are ways to test why my card might not be working?,complaint
Currently my card is broken.,complaint
My card won't work at all for anything.,complaint
How do I fix my card if it is broken?,complaint
Why doesn't my card work for any transactions?,complaint
"I tried using my card, but it doesn't work.",complaint
My card hasn't been working for even small transactions today.,complaint
What do I do if the machine rejects my card?,complaint
Something's wrong my card won't work.,complaint
I tried to use my card today in the restaurant but it didn't work and just got declined. What's wrong?,complaint
"Suddenly, my card won't work.",complaint
My card hasn't been working when I try to use it.,complaint
My physical card is not working,complaint
"
I can't seem to be able to use my card


",complaint
Why is my physical card not working?,complaint
Help.  My card is broken.,complaint
I am unable to use my card.,complaint
"No transactions are being accepted, what's wrong with my card?",complaint
Is my card frozen?,complaint
My card was declined at a restaurant today and I am not sure why.,complaint
What do I do now that I can't use this card?,complaint
My card doesn't seem to work anymore,complaint
"Out of the blue, my card stopped working.",complaint
I can't seem to use my card. Can you help?,complaint
How do I re-order a damaged card?,complaint
Why is my card not working anymore?,complaint
I can't use my card for anything,complaint
What's wrong with my card? The clerk at the grocery store said it was declined.,complaint
What should I do if I can't use my card?,complaint
Can I use app to reset PIN attempts?,complaint
Please help.  The card won't work.,complaint
I wasn't able to use my card today when I went out for lunch. Wondering why that is?,complaint
My card doesn't seem to work.,complaint
Currently I can't get my card to work.,complaint
WHAT IS THE MAIN REASON OF THIS PROBLEM,complaint
How do I get my card to work?,complaint
What can I do to make my physical card work?,complaint
Can you tell me why I can't make any transactions?,complaint
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,complaint
Can you tell me whats going on with my card it seems to be not working?,complaint
How do I check security settings using the app?,complaint
I tried using my card at multiple vendors and now it's not working.,complaint
"Can you help me with my card, I think it's broke.",complaint
The card is non-functional.,complaint
I haven't been able to complete any transactions on my card today. Do you know what's wrong?,complaint
Today I used my card at a restaurant and it was declined. Why?,complaint
Did you deactivate my card it's not working anymore,complaint
Need help to get my card to work.,complaint
Why isn't my card working anymore?,complaint
Why won't my card work anymore?,complaint
Why won't the machine accept my card anymore?,complaint
When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,complaint
What to do if my physical card is not working?,complaint
My card stopped working after multiple transactions. Why?,complaint
Why won't my card accept any transactions?,complaint
"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",complaint
My card is broken,complaint
I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,complaint
My card no longer works.,complaint
I seem to be unable to make any transactions.,complaint
I can't get my actual card to work,complaint
My card doesn't work when I use it.,complaint
What do I do if my card gets broken?,complaint
I am having problems with my physical card.,complaint
How can I get my card to work?,complaint
I need help with understanding why my card is not working.,complaint
Please help me!  My physical card isn't working right.,complaint
My card stopped working. How do I check if there is a freeze on it?,complaint
"I don't know what's wrong with my card, but it has not worked at multiple places today.",complaint
I need clarity on why my card is not working.,complaint
My card won't physically work.,complaint
What's going on? My card wont accept any transactions.,complaint
My card don't work.,complaint
My card won't work right now.,complaint
How can it be that my Card is not functioning anymore?,complaint
What's going on with my card? I've tried multiple times and it never goes through.,complaint
HOW LONG TO TAKE THE TIME TO SOLVE,complaint
What do I do if my card is not working?,complaint
What should I do if my physical card isn't working?,complaint
The card that I have isn't working. This is the physical card.,complaint
Has there been any activity on my card today?,complaint
I lost my wallet and all my cards were in it.,complaint
I'm panicking!  I lost my card!  Help!,complaint
I need to report a stolen card,complaint
How do I replace a stolen card?,complaint
Can you provide information for freezing my card immediately?,complaint
What's the phone number to freeze a card?,complaint
I can't find my card! Can you help?,complaint
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",complaint
Help! I lost my card!,complaint
My card is missing.  Please help.,complaint
I think that my card has been stolen!,complaint
My card was stolen,complaint
A fee shouldn't apply to me if my card was stolen.,complaint
"My card has been stolen. I reported it with the police, but I need to report it with you as well.",complaint
Can you tell me the status of my new card?,complaint
My card has been stolen what do I do?,complaint
"I can't find my card, it is lost.",complaint
My card is lost!  Please help me!,complaint
I believe that my card has been stolen!,complaint
What should I do if I think my card was stolen?,complaint
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,complaint
"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",complaint
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,complaint
I think my card is stolen!,complaint
"Help!  I fear that my card was stolen,",complaint
Someone stole my card!,complaint
Are you able to guide me to my card's location?,complaint
How can I report that my card was stolen? I made a police report first.,complaint
My card is missing!  Help!,complaint
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",complaint
Could you please freeze my card immediately?,complaint
"i need help, i lost my card",complaint
What can I do if I lost my card?,complaint
I think that the card is stolen.  What are my next steps?,complaint
What do I do if my card is stolen?,complaint
My card is stolen.  Help!,complaint
I lost track of my card,complaint
Report stolen card,complaint
Help!  My card is stolen.,complaint
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",complaint
I have lost my card! What is my next step?,complaint
My card has been lost! help!,complaint
What do I do if my card has been lost or stolen?,complaint
Help Me!  I lost my card.  What should I do?,complaint
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,complaint
Who can I speak with regarding a lost card?,complaint
My card has gone missing.,complaint
oh my god I lost my card! what should I do?,complaint
I can't find my card!  What should I do?,complaint
What is the first step that I should take after my card has been stolen?,complaint
I seem to have lost my card.,complaint
My card was stolen. What do I need to do?,complaint
Someone took my card without permission,complaint
I lost my card n need a new one.,complaint
My card has been lost / stolen,complaint
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,complaint
Please help me.  My card is missing.,complaint
"I lost my card, what do I do now?",complaint
I need to order a new card as my other one was stolen.,complaint
I think someone stole my card because I can't find it.,complaint
What are the steps I need to do if I have a stolen card?,complaint
I cant find my card.,complaint
I think my card is lost.  What do I do?,complaint
What should I do if my card is stolen?,complaint
How do I deactivate a stolen card?,complaint
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",complaint
Someone took my card without my permission.,complaint
Need help with a stolen card.,complaint
"help, lost my card",complaint
What do I do if my card was stolen.,complaint
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,complaint
My card is missing.,complaint
How do I report my card as lost or stolen?,complaint
Is there any way for you to find my card?,complaint
I've lost my card. What can I do about that?,complaint
I left my card at a restaurant and now its missing.,complaint
Can you help me retrieve my card?,complaint
I lost my card. Can you help me?,complaint
What should I do?  My card has been stolen!,complaint
My card was stolen last night.,complaint
Could you assist me in finding my lost card?,complaint
I want to open an account for my children,inquiry
How old do you need to be to use the banks services?,inquiry
Whats the minimum age to have an account,inquiry
Can my children open an account?,inquiry
How old do I need to be?,inquiry
What are age requirements for opening an account?,inquiry
Is there any age limit?,inquiry
We want to start a college fund for my daughter.,inquiry
Hold old do my kids have to be to use the service?,inquiry
Can I start an account for my kids?,inquiry
How old does my daughter have to be to open an account?,inquiry
What is minimum age for an account?,inquiry
What is needed for my daughter to open an account?,inquiry
What about my children?,inquiry
What is the process for setting up and account for my child?,inquiry
Is there an age limit to open an account,inquiry
How old do my kids have to be use this?,inquiry
Can I make an account for my kids?,inquiry
I'd like to open an account for my kids can I do that?,inquiry
Would it be possible to open up an account for children?,inquiry
Do you have any age limit?,inquiry
If I want my son to have his own account is that possible?,inquiry
Could I open an account for children?,inquiry
What does my daughter need to open an account?,inquiry
Can my children get an account?,inquiry
What is the age limit for an account?,inquiry
What age do you have to be?,inquiry
What is the appropriate age for my child to be able to open an account?,inquiry
How do I open an account for my children?,inquiry
What are the requirements to open an account for a minor?,inquiry
are there age requirements,inquiry
Is there an age limit for opening an account?,inquiry
Can my 8 year old grandson open an account at the bank?,inquiry
What is the minimum age required to open an account with your service?,inquiry
"If I want to get an account for my daughter, can I do that?",inquiry
How old do you have to be to open an account?,inquiry
I have young kids. Can they use this service?,inquiry
Do you have an age limit?,inquiry
How old do you have to be?,inquiry
Could my daughter open an account?,inquiry
Can I open an account for my children?,inquiry
What would the age limit be?,inquiry
What are the age requirements for service?,inquiry
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,inquiry
Is there a possibility to open an account for my sons and daughters?,inquiry
Is there an age limit to get an account?,inquiry
what is the age limit for opening a new account,inquiry
Is my daughter eligible to open an account?,inquiry
How do I set up an account for my children?,inquiry
May I get an account for my daughter?,inquiry
What is the minimum age limit?,inquiry
How old must I be to open an account?,inquiry
What is the age limit?,inquiry
Can my children have an account?,inquiry
Is there any way I could open an account for my daughter?,inquiry
Can I get an account for my daughter?,inquiry
How old do you need to be to open an account?,inquiry
Do you offer account services for children and teens?,inquiry
From which age can my kids use your service?,inquiry
What is the youngest age for an account?,inquiry
I have kids and I'm curious at what age could they start to use your service.,inquiry
At what age can I open an account?,inquiry
I'd like to open an account for my children. How can I do that?,inquiry
Can I open up an account for my child?,inquiry
Is there a limit for age?,inquiry
How can I open an account for my children?,inquiry
Do you have a children account available?,inquiry
At what age can my children use your service?,inquiry
I want to open an account for my child.,inquiry
At what age can a person open an account?,inquiry
How old do kids have to be to open an account?,inquiry
What is your age limit?,inquiry
How old do my kids need to be to use your service?,inquiry
I would like to get an account for my child.,inquiry
Would I be able to open an account for my daughter?,inquiry
Can my teenager have an account?,inquiry
What age do you have to be to open an account?,inquiry
How old do my kids need to be to open an account?,inquiry
As my kids get older are they able to get set up with their own accounts?,inquiry
Is there an age limit to when my child can use these services?,inquiry
How many years old do I have to be?,inquiry
Do you have a limit for someone's age?,inquiry
Do you have any accounts for children ?,inquiry
Can my daughter make an account?,inquiry
"I need to set up an account for my daughter, how would I do that?",inquiry
How old can one use your service?,inquiry
Do you have to be 18 to make an account?,inquiry
Would I be able to get an account for my child?,inquiry
Can I get an account for my son?,inquiry
DO I have to be 18 to open an account?,inquiry
Am I allowed to get an account for my daughter?,inquiry
My daughter needs to open account.,inquiry
Can I open an account for my offspring?,inquiry
Do you offer account's for minors?,inquiry
What are the age limits for your service?,inquiry
How old do you need to be to have an account?,inquiry
How old does my daughter need to be to have her own account?,inquiry
"My son has just turned 13, is he old enough for an account?",inquiry
Do you guys have any age restrictions?,inquiry
Is there a minimum age for having an account?,inquiry
How old does one need to be?,inquiry
My daughter needs an acount.,inquiry
What is the age requirement?,inquiry
Is there a certain age I need to be?,inquiry
Is my child too young to sign up?,inquiry
Am I able to open an account for my children?,inquiry
Can I make an account for my daughter?,inquiry
What's the youngest I can be to open an account?,inquiry
Do you have an age requirement when opening an account with your service?,inquiry
Is it possible for me to set up separate accounts for my kids?,inquiry
I have exceeded the number of PIN attempts,support_request
I mistook my pin and now I am locked.  Can you unlock me?,support_request
Please help me unblock my pin which I put the wrong one too many times.,support_request
Help me unblock my account.  I entered the PIN wrong too many times.,support_request
"I locked myself out of my account, how do I unblock my PIN?",support_request
My PIN tries have run out. Now what?,support_request
Can I reset my PIN if it is blocked?,support_request
"After inputting the wrong pin too many times, can you now help me unblock my pin?",support_request
Where do I find PIN for my card?,support_request
Can someone help me unblock my pin?,support_request
I attempted to enter my pin to many times.,support_request
I forgot my PIN and now it is blocked.,support_request
Can someone assist me with explaining how I can unblock my pin?,support_request
"My pin needs unblocking, unblock it please?",support_request
What do I have to do to get my PIN unblocked?,support_request
I tried my PIN too many times and now my card won't work!,support_request
I entered a wrong PIN too many times. How can I fix this?,support_request
How can I unblock my PIN?,support_request
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,support_request
I cannot try my PIN anymore.,support_request
What's the web address to unblock my pin?,support_request
How do I make my PIN work again?,support_request
What steps do I take to unblock my PIN?,support_request
My PIN was entered wrong and now I am blocked.  Please unblock.,support_request
Can I use app to unblock my card?,support_request
I tried the wrong PIN too many times.,support_request
Help me unblock my PIN.,support_request
Can I unblock my PIN in the app?,support_request
How can I get my PIN unblocked?,support_request
I forgot my PIN number.,support_request
I tried entering my pin several times incorrectly. Why isn't my pin working?,support_request
I need my PIN unlocked.,support_request
I can't input my pin again.,support_request
How do I take a block off my card?,support_request
Will you help me unblock my pin after putting in the wrong pin too many times?,support_request
What do I do if I forgot my PIN?,support_request
What is the process for unlocking the pin?,support_request
How do I go about unlocking a pin?,support_request
"I enetered the wrong information, I need my account unblocked How do I do that?",support_request
"My PIN is locked, how do I unlock it?",support_request
I entered in the wrong PIN.  Please help me unlock my account.,support_request
"If my PIN number is rejected, how do I solve it?",support_request
Why was my PIN blocked?,support_request
"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",support_request
Where can I go to get my PIN unblocked?,support_request
What is the procedure of unblocking my PIN?,support_request
